iter	Passed	Remaining
277	37251	96745
278	37387	96618
279	37521	96483
280	37655	96348
281	37789	96216
282	37922	96079
283	38056	95945
284	38187	95804
285	38323	95674
286	38455	95535
287	38595	95417
288	38732	95290
289	38875	95178
290	39011	95049
291	39147	94919
292	39281	94784
293	39415	94650
294	39550	94520
295	39684	94385
296	39817	94248
297	39948	94107
298	40084	93977
299	40216	93839
300	40351	93706
301	40503	93613
302	40635	93474
303	40768	93339
304	40900	93199
305	41034	93065
306	41038	92636
307	41171	92501
308	41303	92365
309	41439	92236
310	41575	92108
311	41708	91972
312	41845	91846
313	41975	91703
314	42110	91574
315	42244	91440
316	42376	91303
317	42514	91178
318	42646	91042
319	42782	90913
320	42919	90785
321	43057	90662
322	43190	90525
323	43326	90396
324	43459	90262
325	43597	90136
326	43730	90002
327	43865	89871
328	43998	89735
329	44128	89594
330	44263	89462
331	44394	89324
332	44528	89189
333	44662	89057
334	44797	88927
335	44934	88799
336	45068	88665
337	45199	88526
338	45333	88393
339	45471	88269
340	45605	88135
341	45747	88016
342	45887	87894
343	46022	87764
344	46161	87640
345	46295	87506
346	46427	87368
347	46565	87243
348	46705	87120
349	46855	87017
350	47000	86903
351	47144	86789
352	47284	86666
353	47431	86555
354	47574	86438
355	47718	86321
356	47864	86209
357	48000	86078
358	48124	85926
359	48259	85794
360	48400	85672
361	48538	85545
362	48678	85422
363	48815	85293
364	48951	85162
365	49083	85024
366	49216	84888
367	49348	84750
368	49483	84618
369	49619	84487
370	49752	84350
371	49884	84213
372	50017	84077
373	50148	83939
374	50281	83802
375	50415	83668
376	50551	83537
377	50678	83391
378	50819	83268
379	50960	83145
380	51090	83005
381	51222	82867
382	51353	82729
383	51485	82591
384	51617	82454
385	51753	82323
386	51884	82183
387	52023	82057
388	52164	81933
389	52306	81812
390	52447	81689
391	52586	81562
392	52725	81436
393	52867	81314
394	53006	81186
395	53141	81054
396	53275	80920
397	53409	80785
398	53542	80649
399	53673	80510
400	53816	80389
401	53955	80262
402	54090	80128
403	54224	79995
404	54358	79859
405	54488	79720
406	54622	79584
407	54757	79451
408	54892	79319
409	55026	79184
410	55158	79047
411	55292	78912
412	55425	78776
413	55554	78635
414	55685	78496
415	55825	78370
416	55967	78247
417	56105	78118
418	56238	77981
419	56376	77852
420	56512	77722
421	56647	77588
422	56778	77450
423	56915	77319
424	57050	77185
425	57186	77053
426	57322	76922
427	57459	76791
428	57612	76682
429	57755	76559
430	57895	76432
431	58031	76301
432	58173	76176
433	58316	76052
434	58457	75927
435	58597	75800
436	58736	75671
437	58879	75548
438	59002	75400
439	59140	75269
440	59280	75142
441	59421	75016
442	59563	74890
443	59704	74764
444	59838	74629
445	59974	74497
446	60108	74362
447	60242	74227
448	60377	74093
449	60523	73973
450	60660	73841
451	60795	73707
452	60932	73576
453	61068	73444
454	61198	73303
455	61330	73166
456	61468	73035
457	61602	72900
458	61737	72766
459	61871	72631
460	62003	72494
461	62138	72360
462	62272	72225
463	62404	72088
464	62540	71954
465	62677	71823
466	62811	71688
467	62943	71551
468	63076	71415
469	63210	71279
470	63343	71143
471	63472	71003
472	63606	70868
473	63738	70731
474	63873	70597
475	64007	70462
476	64147	70333
477	64281	70198
478	64417	70065
479	64548	69927
480	64680	69790
481	64815	69656
482	64951	69523
483	65083	69386
484	65217	69251
485	65351	69116
486	65483	68979
487	65615	68842
488	65750	68708
489	65886	68576
490	66020	68440
491	66151	68303
492	66286	68168
493	66421	68035
494	66555	67900
495	66683	67759
496	66819	67625
497	66951	67489
498	67086	67355
499	67220	67220
500	67354	67085
501	67488	66951
502	67621	66814
503	67755	66679
504	67890	66545
505	68024	66410
506	68157	66275
507	68291	66140
508	68426	66006
509	68558	65869
510	68692	65734
511	68821	65595
512	68955	65460
513	69097	65332
514	69234	65201
515	69366	65064
516	69505	64934
517	69646	64806
518	69788	64678
519	69928	64549
520	70065	64417
521	70207	64290
522	70349	64161
523	70490	64033
524	70634	63907
525	70774	63777
526	70916	63649
527	71047	63512
528	71187	63382
529	71314	63240
530	71449	63106
531	71582	62971
532	71717	62836
533	71846	62697
534	71986	62567
535	72122	62434
536	72265	62307
537	72408	62180
538	72558	62057
539	72698	61928
540	72839	61799
541	72974	61664
542	73114	61534
543	73255	61405
544	73395	61275
545	73534	61144
546	73675	61014
547	73818	60886
548	73956	60754
549	74095	60623
550	74235	60493
551	74376	60363
552	74515	60232
553	74656	60102
554	74798	59973
555	74937	59842
556	75080	59713
557	75220	59583
558	75359	59452
559	75500	59321
560	75642	59192
561	75782	59062
562	75926	58933
563	76064	58801
564	76204	58671
565	76345	58540
566	76485	58409
567	76626	58279
568	76772	58152
569	76909	58019
570	77044	57884
571	77187	57755
572	77329	57625
573	77468	57493
574	77609	57363
575	77750	57233
576	77894	57104
577	78027	56968
578	78165	56835
579	78297	56698
580	78436	56566
581	78577	56435
582	78716	56303
583	78857	56172
584	78996	56040
585	79133	55906
586	79275	55776
587	79415	55645
588	79557	55514
589	79698	55383
590	79839	55253
591	79982	55122
592	80114	54985
593	80245	54848
594	80380	54712
595	80512	54575
596	80643	54437
597	80779	54303
598	80911	54166
599	81043	54029
600	81177	53893
601	81310	53757
602	81442	53619
603	81577	53484
604	81708	53347
605	81841	53210
606	81976	53075
607	82108	52938
608	82168	52755
609	82303	52620
610	82440	52486
611	82573	52350
612	82705	52213
613	82837	52077
614	82971	51941
615	83106	51806
616	83225	51662
617	83359	51526
618	83491	51389
619	83627	51255
620	83768	51124
621	83907	50991
622	84044	50858
623	84179	50723
624	84320	50592
625	84462	50461
626	84602	50329
627	84744	50198
628	84885	50067
629	85027	49936
630	85156	49798
631	85292	49663
632	85430	49530
633	85564	49395
634	85692	49256
635	85829	49122
636	85960	48985
637	86095	48850
638	86228	48714
639	86360	48577
640	86501	48446
641	86641	48314
642	86782	48182
643	86925	48052
644	87062	47918
645	87198	47783
646	87330	47647
647	87466	47512
648	87605	47379
649	87744	47246
650	87884	47114
651	88024	46982
652	88160	46848
653	88300	46715
654	88441	46583
655	88590	46456
656	88725	46321
657	88759	46133
658	88901	46002
659	89037	45868
660	89175	45734
661	89324	45606
662	89459	45471
663	89598	45338
664	89739	45207
665	89879	45074
666	90018	44941
667	90154	44807
668	90293	44674
669	90430	44540
670	90567	44406
671	90708	44274
672	90848	44141
673	90987	44009
674	91119	43872
675	91261	43740
676	91401	43608
677	91542	43475
678	91680	43342
679	91823	43210
680	91968	43080
681	92102	42945
682	92244	42813
683	92383	42679
684	92523	42547
685	92664	42414
686	92803	42281
687	92944	42149
688	93083	42015
689	93224	41883
690	93365	41750
691	93504	41617
692	93637	41481
693	93774	41347
694	93919	41216
695	94052	41080
696	94194	40948
697	94335	40815
698	94476	40682
699	94624	40553
700	94757	40417
701	94894	40283
702	95030	40147
703	95167	40013
704	95304	39879
705	95443	39745
706	95582	39612
707	95726	39480
708	95866	39347
709	96004	39213
710	96135	39076
711	96272	38941
712	96413	38808
713	96553	38675
714	96694	38542
715	96835	38409
716	96976	38276
717	97117	38143
718	97262	38012
719	97395	37876
720	97536	37742
721	97676	37609
722	97817	37476
723	97958	37343
724	98096	37208
725	98239	37076
726	98379	36942
727	98520	36809
728	98658	36675
729	98793	36540
730	98937	36407
731	99074	36273
732	99217	36140
733	99358	36007
734	99498	35873
735	99638	35740
736	99775	35605
737	99915	35471
738	100052	35336
739	100193	35203
740	100335	35069
741	100472	34935
742	100609	34800
743	100749	34666
744	100889	34532
745	101026	34397
746	101175	34266
747	101310	34131
748	101450	33997
749	101591	33863
750	101732	33730
751	101872	33596
752	102008	33460
753	102139	33324
754	102271	33187
755	102401	33050
756	102537	32914
757	102668	32778
758	102799	32641
759	102932	32505
760	103069	32370
761	103204	32234
762	103344	32100
763	103491	31968
764	103644	31838
765	103789	31705
766	103934	31573
767	103952	31402
768	104097	31270
769	104241	31137
770	104382	31003
771	104523	30869
772	104662	30735
773	104801	30600
774	104944	30467
775	105079	30332
776	105211	30195
777	105343	30059
778	105475	29923
779	105612	29788
780	105752	29654
781	105892	29519
782	106043	29388
783	106173	29251
784	106303	29115
785	106436	28978
786	106570	28843
787	106701	28706
788	106833	28570
789	106965	28433
790	107098	28297
791	107228	28160
792	107360	28024
793	107499	27890
794	107640	27756
795	107779	27621
796	107927	27489
797	108071	27356
798	108208	27221
799	108349	27087
800	108492	26953
801	108632	26819
802	108772	26685
803	108911	26550
804	109049	26415
805	109188	26281
806	109326	26146
807	109467	26011
808	109608	25877
809	109750	25743
810	109900	25611
811	110028	25474
812	110159	25338
813	110290	25201
814	110418	25064
815	110553	24928
816	110692	24793
817	110833	24659
818	110967	24523
819	111103	24388
820	111245	24254
821	111378	24118
822	111514	23983
823	111655	23848
824	111795	23714
825	111936	23579
826	112063	23442
827	112193	23305
828	112322	23169
829	112454	23032
830	112591	22897
831	112731	22763
832	112869	22628
833	112996	22490
834	113129	22354
835	113260	22218
836	113393	22082
837	113525	21946
838	113661	21811
839	113794	21675
840	113925	21538
841	114055	21402
842	114196	21267
843	114335	21133
844	114473	20998
845	114612	20863
846	114753	20728
847	114886	20592
848	115021	20457
849	115154	20321
850	115286	20185
851	115419	20049
852	115555	19913
853	115686	19777
854	115820	19642
855	115961	19507
856	116091	19371
857	116225	19235
858	116357	19099
859	116493	18963
860	116632	18829
861	116773	18694
862	116916	18560
863	117052	18424
864	117186	18289
865	117320	18153
866	117449	18017
867	117582	17881
868	117712	17744
869	117853	17610
870	117990	17475
871	118123	17339
872	118256	17203
873	118387	17067
874	118519	16931
875	118651	16795
876	118792	16660
877	118926	16525
878	119061	16389
879	119202	16254
880	119341	16119
881	119480	15984
882	119621	15850
883	119760	15715
884	119900	15580
885	120036	15444
886	120176	15309
887	120314	15174
888	120447	15039
889	120587	14904
890	120726	14768
891	120865	14633
892	121006	14499
893	121135	14362
894	121267	14226
895	121399	14091
896	121540	13956
897	121679	13821
898	121820	13686
899	121957	13550
900	122096	13415
901	122235	13280
902	122373	13145
903	122512	13010
904	122651	12875
905	122791	12739
906	122928	12604
907	123063	12468
908	123197	12333
909	123335	12198
910	123474	12062
911	123613	11927
912	123750	11792
913	123889	11656
914	124023	11521
915	124152	11385
916	124283	11249
917	124413	11113
918	124542	10977
919	124675	10841
920	124809	10705
921	124943	10570
922	125075	10434
923	125207	10298
924	125344	10163
925	125481	10027
926	125620	9892
927	125760	9757
928	125899	9622
929	126032	9486
930	126172	9351
931	126313	9215
932	126452	9080
933	126589	8945
934	126728	8810
935	126871	8674
936	127016	8540
937	127149	8404
938	127282	8268
939	127412	8132
940	127552	7997
941	127692	7862
942	127826	7726
943	127961	7590
944	128098	7455
945	128236	7320
946	128377	7184
947	128515	7049
948	128654	6913
949	128793	6778
950	128928	6643
951	129063	6507
952	129204	6372
953	129339	6236
954	129479	6101
955	129618	5965
956	129756	5830
957	129899	5694
958	130030	5559
959	130166	5423
960	130308	5288
961	130446	5152
962	130586	5017
963	130725	4881
964	130866	4746
965	130999	4610
966	131135	4475
967	131276	4339
968	131414	4204
969	131551	4068
970	131688	3933
971	131826	3797
972	131964	3661
973	132097	3526
974	132231	3390
975	132367	3254
976	132508	3119
977	132646	2983
978	132782	2848
979	132919	2712
980	133055	2577
981	133194	2441
982	133334	2305
983	133473	2170
984	133611	2034
985	133750	1899
986	133886	1763
987	134018	1627
988	134155	1492
989	134294	1356
990	134433	1220
991	134572	1085
992	134704	949
993	134844	813
994	134983	678
995	135116	542
996	135254	406
997	135393	271
998	135532	135
999	135666	0
