iter	Logloss
138	0.4264931752
139	0.4256514684
140	0.4247963361
141	0.4237738226
142	0.4225834945
143	0.4216907072
144	0.4210167106
145	0.420238631
146	0.4192241996
147	0.4185963741
148	0.4179451171
149	0.4170332214
150	0.4162313686
151	0.4152852853
152	0.4146964326
153	0.4141710741
154	0.4134158708
155	0.412440325
156	0.4118385848
157	0.4112916531
158	0.410588796
159	0.4100187303
160	0.4093212323
161	0.4086449257
162	0.4080437511
163	0.4077107944
164	0.4070592431
165	0.4066121981
166	0.4060138167
167	0.4054278859
168	0.40501195
169	0.4044470092
170	0.4039663379
171	0.4033204697
172	0.4029434217
173	0.4020129657
174	0.4014997571
175	0.400653821
176	0.3997958592
177	0.3991735074
178	0.3985941782
179	0.3977187438
180	0.3970371273
181	0.3965081601
182	0.3960671269
183	0.3953157213
184	0.3946086771
185	0.3941349274
186	0.3936244578
187	0.3929176377
188	0.3923741418
189	0.3917397353
190	0.3909374043
191	0.3902884147
192	0.3896938469
193	0.3886998386
194	0.3881918032
195	0.3875853292
196	0.3868452579
197	0.3861617201
198	0.3851788171
199	0.3847577256
200	0.3843169248
201	0.3835724751
202	0.3832844035
203	0.3826118596
204	0.3821072932
205	0.3814963122
206	0.3808915289
207	0.3802799153
208	0.3796963513
209	0.3790306157
210	0.3785977909
211	0.3784201349
212	0.3778997577
213	0.3772380412
214	0.3767389847
215	0.3760009734
216	0.3757139193
217	0.3751851893
218	0.3747428765
219	0.37436953
220	0.3740164852
221	0.373065866
222	0.37251636
223	0.3722346127
224	0.3715642245
225	0.3712375691
226	0.3709272947
227	0.3704958152
228	0.3701773622
229	0.3693300308
230	0.3689428398
231	0.3682522996
232	0.3677265901
233	0.3671869324
234	0.3665991213
235	0.366255024
236	0.3656854666
237	0.3648588644
238	0.3642190653
239	0.3632063408
240	0.3627865112
241	0.3624684852
242	0.3621338841
243	0.3616192827
244	0.3612545955
245	0.3609269237
246	0.360624587
247	0.3601700768
248	0.3595439599
249	0.3593428661
250	0.3587690117
251	0.3581454326
252	0.3576811571
253	0.3573667341
254	0.3569440372
255	0.3564474521
256	0.3561945144
257	0.3557163851
258	0.3554369418
259	0.3551964984
260	0.3545113997
261	0.354072934
262	0.3536778125
263	0.3533455997
264	0.3531908587
265	0.352657211
266	0.3522951081
267	0.3520287504
268	0.351232155
269	0.3508124559
270	0.3504238944
271	0.3498893282
272	0.349419123
273	0.3491393152
274	0.348649821
275	0.3480686575
276	0.3475922867
277	0.3472398775
278	0.3469302496
279	0.3465514344
280	0.3463075309
281	0.3457858615
282	0.34547277
283	0.345030291
284	0.3443564139
285	0.3438117223
286	0.3435114793
287	0.3432459373
288	0.3430814548
289	0.3428523664
290	0.3425310623
291	0.3422968189
292	0.3417255952
293	0.3412277451
294	0.3409232002
295	0.3407078262
296	0.3405325135
297	0.3401051752
298	0.3395980137
299	0.3392582159
300	0.3388884109
301	0.3386186908
302	0.3383455889
303	0.3377140037
304	0.337301685
305	0.3369608528
306	0.3366319896
307	0.3360431996
308	0.3354230913
309	0.335058945
310	0.3345469734
311	0.3342510399
312	0.3336928516
313	0.333337318
314	0.3328992662
315	0.3323129813
316	0.3320921213
317	0.331653237
318	0.3312913761
319	0.331021679
320	0.3305994315
321	0.3299285272
322	0.3295445306
323	0.3289164162
324	0.3287669616
325	0.3283714786
326	0.3280674753
327	0.3275238799
328	0.3273524704
329	0.3269561938
330	0.3267448922
331	0.326500183
332	0.3261572115
333	0.3254581353
334	0.3246270676
335	0.3242381287
336	0.323862968
337	0.3234355802
338	0.3230418797
339	0.3227805378
340	0.3223181774
341	0.3220654888
342	0.3217701901
343	0.3211912929
344	0.3206338418
345	0.3202123513
346	0.3198826794
347	0.3193188038
348	0.319038034
349	0.3187796766
350	0.3180812735
351	0.3178110343
352	0.317026295
353	0.3167986114
354	0.3165042406
355	0.3159146763
356	0.3154639444
357	0.3150794612
358	0.3147489495
359	0.3142177454
360	0.3139324937
361	0.3137314438
362	0.3133783806
363	0.3129724369
364	0.3124261923
365	0.3121696546
366	0.3118691589
367	0.3115840595
368	0.3111551131
369	0.3109300182
370	0.3106369354
371	0.3103018843
372	0.3100680882
373	0.3099357659
374	0.309747508
375	0.3093785796
376	0.3090968873
377	0.308900934
378	0.3085041908
379	0.3083412367
380	0.3079996368
381	0.307913493
382	0.3077228552
383	0.3074625999
384	0.307166027
385	0.3068813429
386	0.3064888874
387	0.3062632895
388	0.3060780384
389	0.3059909821
390	0.305551886
391	0.3047529692
392	0.304513073
393	0.3041021375
394	0.3036376073
395	0.3032625485
396	0.3030140645
397	0.3028009587
398	0.3023289915
399	0.3020986438
400	0.3019491149
401	0.3016486922
402	0.3011867986
403	0.3009739492
404	0.3006097886
405	0.2999491537
406	0.299487107
407	0.2992032238
408	0.2985961005
409	0.2983741016
410	0.2981718798
411	0.2979800115
412	0.2977732304
413	0.297590128
414	0.297412649
415	0.2971077044
416	0.2969431558
417	0.296511225
418	0.2960075457
419	0.2956940834
420	0.2954412521
421	0.2951806268
422	0.2948959728
423	0.2944599135
424	0.2942795103
425	0.2940433115
426	0.293885675
427	0.2936494545
428	0.2933004252
429	0.2929761005
430	0.2927480581
431	0.292535458
432	0.2920778465
433	0.291835414
434	0.2915405991
435	0.2913198505
436	0.2909815375
437	0.2906227711
438	0.2904461607
439	0.2902653848
440	0.2898472183
441	0.2896069965
442	0.2892083817
443	0.2890751952
444	0.2888877191
445	0.2886546144
446	0.2882844639
447	0.287790408
448	0.2876236312
449	0.2872470367
450	0.286818453
451	0.2865387227
452	0.2862568414
453	0.285992528
454	0.2856754072
455	0.2854168613
456	0.2852658146
457	0.2850879553
458	0.2847349377
459	0.2842339204
460	0.2841071892
461	0.2838989881
462	0.2836750472
463	0.2834459098
464	0.2833188043
465	0.2828798954
466	0.2826352309
467	0.282252581
468	0.2819255933
469	0.2815943634
470	0.2812390413
471	0.2809895655
472	0.2806594353
473	0.2805359683
474	0.2803905576
475	0.2800557579
476	0.2797962776
477	0.2795508965
478	0.279299866
479	0.2789591717
480	0.2788269941
481	0.278611811
482	0.2781975227
483	0.2781507477
484	0.2778158488
485	0.2772117738
486	0.2768025098
487	0.2764505078
488	0.2762024428
489	0.276043076
490	0.2758175045
491	0.2755930326
492	0.2752661974
493	0.2751420064
494	0.2748228966
495	0.2746879493
496	0.2745192591
497	0.2741172181
498	0.2739026499
499	0.2734867564
500	0.2731379927
501	0.2728212543
502	0.2724104336
503	0.2722207011
504	0.2718195272
505	0.2717134985
506	0.2715194075
507	0.2712790216
508	0.2710538478
509	0.270669036
510	0.2704544699
511	0.2699960253
512	0.2695615356
513	0.2694508345
514	0.2692782802
515	0.268964125
516	0.2687289166
517	0.2685921138
518	0.268433403
519	0.2681394483
520	0.2679975086
521	0.2678721154
522	0.2676029265
523	0.2673777954
524	0.2671414403
525	0.2669332512
526	0.2667824724
527	0.2663587235
528	0.2660762446
529	0.2657774284
530	0.2656046293
531	0.2655962485
532	0.2653221733
533	0.2650452648
534	0.2647314797
535	0.2644966955
536	0.2642945526
537	0.263771722
538	0.2636979599
539	0.2634887289
540	0.2631200516
541	0.2629027968
542	0.262737856
543	0.2623006163
544	0.2619244088
545	0.2616157487
546	0.2614730088
547	0.2613276693
548	0.2611100771
549	0.2604935889
550	0.2603434401
551	0.260095009
552	0.2599561041
553	0.2597968776
554	0.2595397544
555	0.2594598679
556	0.2592614148
557	0.259001762
558	0.2585296785
559	0.2582725459
560	0.2577436451
561	0.2572411836
562	0.2571507605
563	0.2568761938
564	0.2566852044
565	0.2565122532
566	0.2563345537
567	0.2558775936
568	0.2556146224
569	0.255412418
570	0.2553105947
571	0.2548292142
572	0.2544801205
573	0.2542461108
574	0.2541305714
575	0.2539354047
576	0.2538140268
577	0.2534945894
578	0.2531750107
579	0.2529844708
580	0.2527462348
581	0.2523493073
582	0.2519474443
583	0.2514905942
584	0.2513814094
585	0.2511875122
586	0.2509541992
587	0.2506600058
588	0.2504312159
589	0.2501025229
590	0.2499342498
591	0.2496384222
592	0.2493977145
593	0.2492921303
594	0.2488472683
595	0.2487242924
596	0.2485757123
597	0.248453914
598	0.248347866
599	0.2481649802
600	0.2480386587
601	0.247817367
602	0.2476690589
603	0.2473842302
604	0.247232344
605	0.2472054513
606	0.247032004
607	0.2465383744
608	0.2464311716
609	0.2461614581
610	0.2459998846
611	0.2455338772
612	0.2453628897
613	0.245254776
614	0.2451150986
615	0.24483623
616	0.2445094972
617	0.2442904616
618	0.2438194801
619	0.243586762
620	0.2432616306
621	0.2428893337
622	0.2427374491
623	0.2426524607
624	0.2425515566
625	0.2424722585
626	0.2421516106
627	0.2420013734
628	0.2417382173
629	0.2415282512
630	0.2412626916
631	0.240765306
632	0.2406217482
633	0.2403413668
634	0.2401963828
635	0.2400159264
636	0.2397081712
637	0.2394699523
638	0.2393051895
639	0.2389905953
640	0.2388606647
641	0.2384919637
642	0.2381039538
643	0.23772029
644	0.2376399639
645	0.2373946411
646	0.2372070398
647	0.2367324681
648	0.2365982358
649	0.2362795544
650	0.2360445856
651	0.2358594808
652	0.2355902015
653	0.2353375336
654	0.2351082782
655	0.2348098218
656	0.2344811493
657	0.2341973021
658	0.2340727014
659	0.2338342084
660	0.2333484344
661	0.2330270751
662	0.2329408496
663	0.2327595153
664	0.2324123315
665	0.2319920243
666	0.2316937069
667	0.231626732
668	0.2313244073
669	0.2308692266
670	0.2306383204
671	0.2303910012
672	0.2299554114
673	0.2296164537
674	0.2292926866
675	0.2290658339
676	0.2289472828
677	0.228797572
678	0.2286191272
679	0.2283436061
680	0.2281276362
681	0.2280429369
682	0.227740194
683	0.2275534398
684	0.2274220157
685	0.2273583268
686	0.2271182846
687	0.2270271037
688	0.2266236076
689	0.2262020706
690	0.2260850557
691	0.2259977196
692	0.2257573846
693	0.2255429157
694	0.2251948646
695	0.2248856139
696	0.224653602
697	0.2245357575
698	0.2243393885
699	0.2240638131
700	0.2238908401
701	0.223712365
702	0.2232254411
703	0.2228703693
704	0.222599138
705	0.2222998793
706	0.2220663572
707	0.2218463316
708	0.2215635723
709	0.2212945208
710	0.2211950658
711	0.2210715519
712	0.2207577851
713	0.2205598315
714	0.2202769061
715	0.2201665205
716	0.2199701067
717	0.2197611196
718	0.2194937728
719	0.219270054
720	0.2191496173
721	0.2190153403
722	0.2188283586
723	0.218735551
724	0.2183462111
725	0.2182143045
726	0.217912933
727	0.2177695637
728	0.2174400082
729	0.2173744492
730	0.2171609611
731	0.2169341883
732	0.2168045462
733	0.2165531072
734	0.2164830994
735	0.2160614584
736	0.2155338326
737	0.2153336789
738	0.2151289258
739	0.2148558719
740	0.2144459474
741	0.2141675006
742	0.2140405317
743	0.2140027371
744	0.2138323064
745	0.213465782
746	0.2132253136
747	0.2129251173
748	0.212574481
749	0.2122379005
750	0.2120170868
751	0.2118380994
752	0.211437266
753	0.2113094073
754	0.2111206162
755	0.2109590682
756	0.2107927306
757	0.210618427
758	0.2102306049
759	0.2098624848
760	0.2096282409
761	0.2095087562
762	0.2092649241
763	0.2088992717
764	0.2085981493
765	0.2083196365
766	0.2081478299
767	0.2078803908
768	0.2076353699
769	0.207411866
770	0.2069684794
771	0.2066967929
772	0.2064267534
773	0.2062899875
774	0.2060823964
775	0.2058494883
776	0.2057701272
777	0.2054966374
778	0.2053933906
779	0.2050477525
780	0.2048988404
781	0.2047488578
782	0.2044423679
783	0.2041224739
784	0.2038433947
785	0.2037593414
786	0.2036156924
787	0.20315291
788	0.2029417875
789	0.202597955
790	0.2023391699
791	0.2021977299
792	0.2019599519
793	0.2018884217
794	0.2017025392
795	0.2014510567
796	0.2014328024
797	0.2013057311
798	0.20112516
799	0.2011105988
800	0.2008394519
801	0.200452413
802	0.2002473187
803	0.2000354777
804	0.1997111142
805	0.1995728265
806	0.1993823195
807	0.1992362218
808	0.1991114922
809	0.1988579758
810	0.1985694528
811	0.1983573751
812	0.1981173424
813	0.1980949253
814	0.1977432852
815	0.1976132815
816	0.1975850569
817	0.1975383647
818	0.1972011627
819	0.1970903263
820	0.1970160123
821	0.1967597492
822	0.1965212177
823	0.1963316167
824	0.1961436437
825	0.195922063
826	0.1955206402
827	0.1953087385
828	0.1950961555
829	0.194957335
830	0.1948608765
831	0.1945765554
832	0.1944908286
833	0.1944161176
834	0.1943580913
835	0.1938932556
836	0.1936915055
837	0.1936315261
838	0.1934116419
839	0.1933642611
840	0.1932343832
841	0.193078218
842	0.1928798492
843	0.1927229822
844	0.1925871199
845	0.1924991303
846	0.1922447481
847	0.1918884417
848	0.1916869689
849	0.1916538551
850	0.1913921188
851	0.1913336828
852	0.1911752204
853	0.1910039679
854	0.1909627896
855	0.1907133641
856	0.1906359245
857	0.1904649421
858	0.1904429723
859	0.1902390306
860	0.1900327756
861	0.1898339524
862	0.1895162992
863	0.1893149322
864	0.1890396979
865	0.1890013635
866	0.1888722578
867	0.188674923
868	0.1884773529
869	0.188219058
870	0.1879051996
871	0.1876566557
872	0.1874121077
873	0.1873039198
874	0.1870704346
875	0.1869848254
876	0.1868124484
877	0.186728298
878	0.1865252538
879	0.1862643776
880	0.1859972081
881	0.1858714031
882	0.1857005449
883	0.1855053684
884	0.1854183163
885	0.1851094809
886	0.1850738159
887	0.1848665142
888	0.1846215763
889	0.1843846156
890	0.184300837
891	0.1842895065
892	0.1841211159
893	0.1841044822
894	0.1840198022
895	0.1837875379
896	0.1836868043
897	0.1835218062
898	0.1832381102
899	0.1830802645
900	0.1828302339
901	0.1824578554
902	0.1824185925
903	0.1822814876
904	0.1821063584
905	0.1820936474
906	0.1819306661
907	0.18175919
908	0.181541084
909	0.1813142659
910	0.1811802453
911	0.1809714997
912	0.1805734666
913	0.1803012652
914	0.1802857551
915	0.1800299881
916	0.179996733
917	0.1798259008
918	0.1796040084
919	0.1793602516
920	0.1792649844
921	0.1790179261
922	0.1788104982
923	0.1786167817
924	0.1783640723
925	0.1780030502
926	0.1779728035
927	0.1777859568
928	0.1777504886
929	0.1775303638
930	0.17745784
931	0.1771448997
932	0.1768976921
933	0.1767354994
934	0.1764418907
935	0.176220845
936	0.1760729574
937	0.1760402269
938	0.1758670897
939	0.1757251664
940	0.1755612272
941	0.1753140851
942	0.1750526357
943	0.1748668647
944	0.1747021356
945	0.1745706986
946	0.1742178563
947	0.1738967673
948	0.1737151998
949	0.1735678457
950	0.173386095
951	0.1731719131
952	0.1729090321
953	0.1727298003
954	0.1727145077
955	0.1724887105
956	0.1724330849
957	0.172270193
958	0.1721478951
959	0.171956547
960	0.1717636092
961	0.1715874309
962	0.1713449935
963	0.1710041686
964	0.1707728724
965	0.1706600309
966	0.1705879362
967	0.1705757681
968	0.1704478842
969	0.1700908636
970	0.1699055429
971	0.169729975
972	0.1695321556
973	0.1693089393
974	0.1690809279
975	0.1690203279
976	0.1687133659
977	0.1686153505
978	0.1684590233
979	0.1683185748
980	0.1682232095
981	0.1679610846
982	0.1678927428
983	0.1675505056
984	0.167408981
985	0.1673027551
986	0.1669900802
987	0.1667621931
988	0.1665469477
989	0.1663470104
990	0.1662123071
991	0.1660876376
992	0.1657940922
993	0.1656065649
994	0.1653937284
995	0.1652300191
996	0.1650433982
997	0.1649067254
998	0.1647453162
999	0.1645229889
